n przestawienia porównania
400 2438 2841
400 2734 2942
400 2619 2847
400 2639 2709
400 2638 2917
400 2540 2484
400 2446 2405
400 2644 2662
400 2359 2521
400 2909 3184
400 2539 2826
400 2731 2691
400 2814 2939
400 2594 2769
400 2713 2734
400 2646 2767
400 2525 2975
400 2743 2999
400 2603 2682
400 2630 2861
400 2543 2818
400 2716 2892
400 2929 3242
400 2731 2879
400 2465 2581
400 2854 3032
400 2846 3041
400 2707 2755
400 2755 3118
400 2736 2867
400 2466 2877
400 2715 2866
400 2858 3123
400 2607 2632
400 2674 2974
400 2750 3009
400 2923 3271
400 2749 3244
400 2549 2477
400 2383 2344
400 2575 2587
400 2746 3126
400 2598 2826
400 2697 3063
400 2468 2750
400 2574 2732
400 2786 3143
400 2722 2840
400 2555 2543
400 2767 2992
400 2589 2759
500 3481 3548
500 3293 3446
500 3239 3826
500 3427 3724
500 3564 3971
500 3422 3598
500 3367 3339
500 3111 3493
500 3291 3092
500 3479 3883
500 3386 3688
500 3312 3390
500 3317 3588
500 3528 3771
500 3406 3920
500 3343 3587
500 3253 3513
500 3262 3444
500 3411 3963
500 3528 3912
500 3119 3163
500 3126 3540
500 3637 4269
500 3379 3257
500 3245 3478
500 3257 3525
500 3301 3879
500 3226 3286
500 2987 3055
500 3245 3624
500 3294 3465
500 3444 3807
500 3433 3793
500 3435 3851
500 3417 3881
500 3468 3475
500 3292 3829
500 3256 3301
500 3224 3355
500 3486 3742
500 3239 3590
500 3442 3825
500 2910 3252
500 3308 3405
500 3561 3863
500 3150 3137
500 3364 3575
500 3265 3286
500 3187 3171
500 3437 3685
500 3570 4173
500 3288 3803
500 3373 3477
500 3543 3615
500 3359 3323
500 3379 3688
500 3439 3332
500 3476 3845
500 3587 3877
500 3388 3599
500 3249 3540
500 3338 3601
500 3507 3950
500 3197 3661
500 3389 3450
500 3460 3515
500 3477 3576
500 3523 3556
500 3275 3405
500 3342 3338
500 3231 3485
500 3387 3616
500 3384 3595
500 3466 3803
500 3442 3512
500 3412 3550
500 3267 3645
500 3454 3630
500 3264 3437
500 3261 3381
500 3330 3590
500 3287 3633
500 3394 3760
500 3326 3728
500 3010 3085
500 3271 3143
500 3016 3160
500 3433 3593
500 3321 3665
500 3437 3314
500 3277 3579
500 3185 3486
500 3388 3645
500 3360 3586
500 3402 3486
500 3407 3780
500 3534 3490
500 3106 3470
500 3320 3721
500 3420 3479
600 4135 4213
600 4181 4407
600 4296 4357
600 4121 4512
600 4259 4422
600 3779 4038
600 3972 4041
600 4363 4449
600 3899 3908
600 4086 4470
600 3872 3726
600 3758 4136
600 4051 4393
600 3968 4246
600 3862 3988
600 4003 3918
600 4050 4688
600 4143 4621
600 4038 4242
600 4062 4572
600 4138 4515
600 3902 4392
600 3955 4507
600 4171 4305
600 4091 4721
600 4151 4994
600 3963 4278
600 4154 4623
600 3962 4456
600 3939 4588
600 4267 4772
600 4030 4153
600 4164 4308
600 4138 4627
600 3993 4297
600 4234 4702
600 3917 4437
600 4100 4451
600 3618 3688
600 4172 4543
600 3727 3982
600 4158 4664
600 4021 4261
600 4062 4477
600 4323 4761
600 3962 3834
600 4228 4675
600 4109 4211
600 3659 3470
600 3792 4148
600 4018 4545
600 3727 4174
600 4057 4465
600 4140 4139
600 4017 4007
600 4087 4310
600 4025 4285
600 4059 4116
600 4197 4280
600 3939 4063
600 3771 4354
600 4206 4626
600 3860 3951
600 3706 3761
600 4225 4809
600 4000 4227
600 3887 4034
600 4210 4074
600 4011 4369
600 4054 4523
600 3870 4010
600 4083 4308
600 4113 4313
600 4050 4409
600 4184 4808
600 4044 4683
600 4374 4444
600 3636 3745
600 3997 4233
600 4144 4534
600 4144 4595
600 3987 4174
600 4202 4141
600 4151 4292
600 4088 4482
600 4050 4810
600 4193 4246
600 4033 4145
600 4192 4678
600 4237 4746
600 4037 4598
600 4110 4348
600 4033 4266
600 4032 4485
600 4185 4703
600 3772 4498
600 4172 4669
600 4137 4362
600 3978 4241
600 3971 4584
700 4830 5487
700 4803 4951
700 4894 5280
700 4937 5433
700 4717 5105
700 4947 5323
700 4849 5575
700 4886 5746
700 4277 4544
700 4930 5256
700 4933 4900
700 4835 5095
700 4752 4856
700 4875 5057
700 4931 5254
700 4770 4955
700 4673 5371
700 4639 4858
700 4853 4892
700 4539 4762
700 4614 5193
700 4584 5098
700 4624 4579
700 4869 4764
700 4504 4426
700 4976 5677
700 4332 4972
700 4709 5420
700 4705 4752
700 4727 5145
700 4853 4997
700 4776 4942
700 4660 4663
700 4910 5081
700 4714 4976
700 4750 5311
700 4700 5197
700 5072 5425
700 4945 5316
700 4517 4838
700 4854 5496
700 4662 5464
700 4705 4823
700 4624 5000
700 4769 5192
700 4765 5023
700 4705 5027
700 4836 5150
700 4677 4775
700 4735 5181
700 4457 4528
700 4914 5259
700 4832 4971
700 4694 4682
700 4780 5491
700 4786 5485
700 4394 4637
700 4901 5136
700 4602 4944
700 4156 4101
700 5168 5171
700 4743 5138
700 4728 4876
700 4981 5198
700 4783 4772
700 4825 5012
700 4878 5129
700 4691 4964
700 4318 4553
700 4424 4552
700 4804 4814
700 4777 5093
700 4918 5525
700 4531 4575
700 4698 4842
700 4786 5022
700 4754 5115
700 4852 5176
700 4748 5416
700 4686 5019
700 4704 4945
700 4487 4862
700 4753 5107
700 4082 4061
700 4881 5376
700 4503 5137
700 4606 5072
700 4756 4599
700 4445 4625
700 4695 5084
700 4841 4749
700 4648 4856
700 4901 5238
700 4850 5001
700 4753 4698
700 4699 4995
700 4984 5235
700 4876 5106
700 4885 5602
700 4844 5090
800 5468 5598
800 5462 5959
800 5331 5367
800 5171 5378
800 5421 5633
800 5432 5478
800 5032 5140
800 5213 5383
800 5606 5805
800 5427 6067
800 5307 6197
800 5629 6305
800 5594 6133
800 5428 6065
800 5563 5841
800 5279 5524
800 5375 5664
800 5464 6027
800 5617 6334
800 5332 6042
800 5334 5452
800 5354 5756
800 5278 5672
800 5414 6134
800 5548 6310
800 5232 5126
800 5576 6123
800 5613 5906
800 5442 5914
800 5437 5712
800 5647 6127
800 5056 5633
800 5566 5953
800 5445 6022
800 5227 5403
800 5431 5669
800 5223 5217
800 5454 5693
800 5494 5386
800 5524 5904
800 5201 5855
800 5537 5850
800 5531 5920
800 5443 5561
800 5325 5637
800 5429 5473
800 5467 5762
800 5548 6218
800 5548 5720
800 5341 5371
800 5300 6117
800 5050 5278
800 5530 5306
800 5444 5692
800 5866 6345
800 5614 5828
800 5244 5589
800 5002 5903
800 5393 5439
800 5610 6229
800 5685 6484
800 5137 5936
800 4932 5120
800 5448 5415
800 4977 5611
800 5287 6163
800 5692 5810
800 5543 6642
800 5685 5934
800 5510 6159
800 5359 5686
800 4967 4881
800 5704 5826
800 5359 5604
800 5757 6190
800 5534 6323
800 5468 6008
800 5415 5662
800 5015 5705
800 5374 5721
800 5472 5708
800 5432 5449
800 5470 5943
800 5173 5372
800 5086 5794
800 5201 5390
800 5350 5339
800 5460 5902
800 5299 5940
800 5483 6327
800 5338 6021
800 5444 5830
800 5271 5339
800 5663 5823
800 5513 5670
800 5660 6301
800 5758 6490
800 5501 6070
800 5314 5591
800 5577 6045
900 6310 6228
900 6136 6326
900 6211 6221
900 6339 7144
900 6214 7066
900 5918 6765
900 5880 5826
900 6271 6939
900 5569 6472
900 5599 5888
900 6364 6693
900 6271 6952
900 5995 6118
900 6278 6479
900 6023 6093
900 5870 5909
900 6248 6282
900 6086 7235
900 6351 6276
900 6486 7431
900 6172 7215
900 6021 6173
900 6367 7110
900 5933 6777
900 5537 5620
900 6044 6315
900 5990 5983
900 6077 6834
900 6075 6603
900 6064 6127
900 5959 6911
900 5248 5836
900 6310 7069
900 6291 7140
900 6359 7189
900 5814 5887
900 6156 6507
900 6286 7310
900 5735 5596
900 6270 6762
900 6313 6427
900 5716 6389
900 6214 7013
900 6170 6447
900 6439 6802
900 5668 6039
900 6038 6649
900 6098 6411
900 6482 6903
900 6275 7070
900 5347 5320
900 6334 6403
900 6305 6625
900 6310 6640
900 6259 6821
900 6552 6722
900 5427 5168
900 6110 6741
900 6183 6719
900 6228 6319
900 6208 7301
900 6174 5888
900 6226 6741
900 6174 6197
900 6116 6404
900 6288 6457
900 6227 6796
900 6408 6428
900 6148 7138
900 5681 6114
900 6230 6224
900 6430 7449
900 6161 6137
900 6195 6754
900 6276 6518
900 6082 6183
900 5631 5792
900 6266 6413
900 5981 6049
900 6245 6159
900 6333 7573
900 5403 6080
900 6501 7284
900 5582 5923
900 6166 6340
900 6121 6156
900 6124 5993
900 6286 6554
900 6074 6431
900 6119 6443
900 6132 6810
900 6159 7042
900 5867 6610
900 6261 6298
900 6533 7676
900 5691 6256
900 6150 6121
900 5978 6826
900 6111 6957
900 6239 6789
1000 6314 6589
1000 6605 7003
1000 6932 7268
1000 6787 6845
1000 6187 6675
1000 6010 5780
1000 6539 7327
1000 6487 6458
1000 6769 7100
1000 6787 7080
1000 6648 7488
1000 6698 7242
1000 6739 6867
1000 7048 7070
1000 6323 6390
1000 6741 6707
1000 6791 7315
1000 7286 8154
1000 6978 7321
1000 6871 7101
1000 7005 7684
1000 7058 8110
1000 6772 7728
1000 6697 7187
1000 7093 7667
1000 7139 7176
1000 6622 7310
1000 6759 7514
1000 7329 8381
1000 6940 6829
1000 6653 7187
1000 6684 7742
1000 7009 7776
1000 6950 7975
1000 6840 7840
1000 6907 7619
1000 6445 6687
1000 7208 7732
1000 6741 7041
1000 7231 7971
1000 7225 7716
1000 6991 7344
1000 6785 6974
1000 6312 6786
1000 6814 7258
1000 6998 7936
1000 6913 6841
1000 6694 6740
1000 6896 7268
1000 6631 6688
1000 6736 6508
1000 6924 7145
1000 6989 7506
1000 6857 7251
1000 6644 6613
1000 6911 6979
1000 6499 7454
1000 7291 8039
1000 6708 6852
1000 7012 7008
1000 6785 7560
1000 6971 7662
1000 7068 7565
1000 6476 6709
1000 7428 8045
1000 7006 7619
1000 6257 6592
1000 6959 7966
1000 6956 6870
1000 6864 7121
1000 7134 7344
1000 7215 7757
1000 6542 6508
1000 6965 7068
1000 6749 7603
1000 6942 7651
1000 6205 7182
1000 6716 7312
1000 6753 7242
1000 6660 7017
1000 7083 8164
1000 6836 6842
1000 6835 7320
1000 6726 7109
1000 6394 7496
1000 6931 7619
1000 7006 6997
1000 6749 7122
1000 7038 7610
1000 7005 7782
1000 6554 7072
1000 7120 7712
1000 6959 7465
1000 6406 6953
1000 6808 6954
1000 6601 6778
1000 6996 6889
1000 6988 6930
1000 6433 6956
1000 6886 6991
1100 6580 7342
1100 7601 7729
1100 7499 7504
1100 7650 8172
1100 7383 7991
1100 7302 8813
1100 7884 8762
1100 7291 8254
1100 7407 7989
1100 7910 8055
1100 7455 7411
1100 7725 8622
1100 7820 8942
1100 6762 7419
1100 7654 7861
1100 7569 8006
1100 7715 8041
1100 7560 7571
1100 7786 8104
1100 7108 7595
1100 7803 7860
1100 7797 8124
1100 7446 8017
1100 7634 8437
1100 7799 8165
1100 7381 7589
1100 7912 8909
1100 7498 8052
1100 7657 8699
1100 8023 8735
1100 7490 7673
1100 7656 8686
1100 7795 7996
1100 7187 7726
1100 7901 8418
1100 7807 8097
1100 7372 7958
1100 7726 8644
1100 7372 7287
1100 7736 8356
1100 7747 8106
1100 7607 7416
1100 7234 7598
1100 7734 7890
1100 7507 8789
1100 7827 8339
1100 7594 8125
1100 7497 7606
1100 7511 7518
1100 7723 7479
1100 7581 8764
1100 7388 7700
1100 7185 7668
1100 7827 9048
1100 7648 8697
1100 7750 7873
1100 7444 7724
1100 7593 8513
1100 7389 7768
1100 7748 8937
1100 7437 8059
1100 7739 8139
1100 7624 8055
1100 7551 8568
1100 7399 7427
1100 7628 8225
1100 7639 8171
1100 7851 8402
1100 7779 8577
1100 7458 7768
1100 7701 8335
1100 7545 7704
1100 7661 7958
1100 7467 8190
1100 8026 8828
1100 7661 8476
1100 6800 7165
1100 7491 7704
1100 6698 7106
1100 7565 8204
1100 6859 7787
1100 7915 8184
1100 7615 8041
1100 7613 7904
1100 7675 8306
1100 7633 8761
1100 6922 7096
1100 7631 8428
1100 7627 7824
1100 7738 8303
1100 7777 7631
1100 7165 7790
1100 7875 8642
1100 7645 8767
1100 7448 8206
1100 7771 8192
1100 7377 8217
1100 7669 8345
1100 7601 8034
1100 7732 8529
1200 7858 8181
1200 8320 8693
1200 8422 8454
1200 8311 8466
1200 8455 9228
1200 8104 9174
1200 8267 8829
1200 7927 8824
1200 8094 8857
1200 8080 8996
1200 8160 8633
1200 8562 8962
1200 8704 9601
1200 8370 9262
1200 7839 8865
1200 8165 8860
1200 8374 8785
1200 8236 8764
1200 8079 7698
1200 7946 8511
1200 8560 9760
1200 7905 8362
1200 8294 8805
1200 8639 8909
1200 8015 8593
1200 8088 9303
1200 8325 8973
1200 7787 8325
1200 8626 8793
1200 8560 8898
1200 8127 8782
1200 8214 8805
1200 8161 8564
1200 7615 8311
1200 8513 9123
1200 8433 9235
1200 7873 9037
1200 8314 8607
1200 8132 9089
1200 8341 8871
1200 7075 7826
1200 8209 8232
1200 8485 8399
1200 8317 8367
1200 8387 8592
1200 8479 8657
1200 8363 8793
1200 8604 9127
1200 8446 9154
1200 8337 9027
1200 7607 8004
1200 8464 9366
1200 8141 8507
1200 8025 7965
1200 7990 9151
1200 8432 9024
1200 8231 9461
1200 8618 9380
1200 7784 7752
1200 8370 8787
1200 8395 8621
1200 7999 8198
1200 8327 8798
1200 7465 8530
1200 8153 9325
1200 8418 9622
1200 8029 8686
1200 7846 7852
1200 8348 8569
1200 7386 7216
1200 8633 8748
1200 8283 8302
1200 7315 7859
1200 8559 8692
1200 8080 8799
1200 7891 7554
1200 8235 8420
1200 8166 8251
1200 8491 9207
1200 8568 9013
1200 8028 8805
1200 8293 8288
1200 8373 9793
1200 8336 8847
1200 8069 8482
1200 8305 9110
1200 8142 9622
1200 8227 8711
1200 7247 8188
1200 8445 9412
1200 8348 9543
1200 8342 9766
1200 8262 9495
1200 8094 8253
1200 8458 10064
1200 8199 8909
1200 8424 8210
1200 7513 7706
1200 7201 8276
1200 8459 9206
1300 7975 8712
1300 9514 10811
1300 8815 9391
1300 9178 9993
1300 9096 9117
1300 8740 9164
1300 8984 9998
1300 8981 9295
1300 8986 9105
1300 8547 8285
1300 9176 9887
1300 9145 10470
1300 8517 8669
1300 8933 9465
1300 9189 9900
1300 9223 10260
1300 8868 8911
1300 9138 10003
1300 9150 10072
1300 9058 9743
1300 9152 10155
1300 8992 8710
1300 8843 9366
1300 9087 9623
1300 9060 9528
1300 8926 8892
1300 9549 10668
1300 9085 9409
1300 8752 8851
1300 9277 9986
1300 8811 9523
1300 8936 9421
1300 9128 9548
1300 8351 8721
1300 9103 9450
1300 8990 9663
1300 9126 9981
1300 8946 9792
1300 8831 9747
1300 9314 9257
1300 8756 8731
1300 9168 9982
1300 8980 10426
1300 9178 9605
1300 8958 9768
1300 9131 9705
1300 9263 9821
1300 9189 9709
1300 9090 9217
1300 8925 8960
1300 8684 9313
1300 9013 9818
1300 8921 9298
1300 9113 9255
1300 9130 9228
1300 8664 8982
1300 9083 10100
1300 8994 10369
1300 8603 9330
1300 9536 9981
1300 8971 9630
1300 8574 9282
1300 8766 8837
1300 9052 9724
1300 8945 9709
1300 8787 9398
1300 8588 8667
1300 8802 9126
1300 9443 9408
1300 8923 10167
1300 8338 9423
1300 9391 9634
1300 8691 10147
1300 8716 9614
1300 9353 10276
1300 9263 10680
1300 9661 10464
1300 9187 10434
1300 8851 9683
1300 9032 9571
1300 8142 9031
1300 8917 8762
1300 8766 9486
1300 8875 8984
1300 8932 9373
1300 8935 10097
1300 9206 9656
1300 8461 9198
1300 8605 8629
1300 9133 9470
1300 8833 9534
1300 8322 8961
1300 8335 8763
1300 9370 9615
1300 8433 9071
1300 7869 7904
1300 8715 8931
1300 8912 8912
1300 9130 9719
1300 9274 9908
1400 9468 11023
1400 9413 10436
1400 9616 11102
1400 9886 10459
1400 9589 10408
1400 9905 9666
1400 9526 10281
1400 9851 10981
1400 9196 10021
1400 9630 10017
1400 9070 10219
1400 8783 8727
1400 9611 9897
1400 9632 10736
1400 10170 11411
1400 9644 10193
1400 9971 10392
1400 9248 9558
1400 8632 8458
1400 8717 10175
1400 9502 10737
1400 9918 10522
1400 10017 10772
1400 9899 10714
1400 10019 10645
1400 10267 10629
1400 9850 11016
1400 9900 10539
1400 9502 10544
1400 9773 10445
1400 9791 9824
1400 9629 10776
1400 9276 10226
1400 10145 10521
1400 9165 9944
1400 9329 9649
1400 8799 8903
1400 8855 9796
1400 9634 10827
1400 9865 10902
1400 9257 10893
1400 9507 10181
1400 9451 9547
1400 9253 9618
1400 9862 10091
1400 9573 9629
1400 9773 9909
1400 9467 9910
1400 9436 9566
1400 9923 11070
1400 8539 8761
1400 10017 9954
1400 9784 10657
1400 9610 10976
1400 9519 10018
1400 9914 10417
1400 9589 10805
1400 9678 10214
1400 9493 10788
1400 9566 9805
1400 9672 10628
1400 8904 10103
1400 9663 10153
1400 9519 10477
1400 9866 10055
1400 9695 10358
1400 9763 11295
1400 8351 9689
1400 10245 10488
1400 8966 9545
1400 9680 10386
1400 8910 8952
1400 9898 10454
1400 9669 10020
1400 9893 10405
1400 9425 9998
1400 9412 9588
1400 8576 8722
1400 9868 10443
1400 9801 10334
1400 9819 10899
1400 9868 10022
1400 9610 10277
1400 10072 11620
1400 10064 10137
1400 9769 10565
1400 8466 9222
1400 9393 9847
1400 9685 10283
1400 9515 10008
1400 9903 10462
1400 9636 9741
1400 9488 10337
1400 9870 10304
1400 9632 9884
1400 9502 10563
1400 8856 8982
1400 9633 10925
1400 9690 9821
1400 8532 8781
1500 10763 11063
1500 10362 11222
1500 10522 11210
1500 10479 11135
1500 10427 11125
1500 10642 11208
1500 10403 10274
1500 10787 11361
1500 10714 11692
1500 10596 11508
1500 10670 12001
1500 10513 11894
1500 10296 11178
1500 10554 11299
1500 11009 12323
1500 10278 10476
1500 10278 10262
1500 10199 11496
1500 10328 10885
1500 10247 11044
1500 10343 10558
1500 10543 10491
1500 10739 11560
1500 10461 12617
1500 10618 12019
1500 9575 10198
1500 10492 10781
1500 10575 10905
1500 9302 10949
1500 10375 10615
1500 10591 10373
1500 10274 9956
1500 10302 10570
1500 10461 10721
1500 10267 10639
1500 10144 10585
1500 10111 10693
1500 10016 10384
1500 10425 11204
1500 10674 12104
1500 9990 11022
1500 10342 11614
1500 10515 12230
1500 10638 10985
1500 10284 10910
1500 10781 11631
1500 10445 11514
1500 9393 10015
1500 10272 10737
1500 10047 11940
1500 9676 9933
1500 9645 9587
1500 10501 10904
1500 10582 11633
1500 11056 11524
1500 10470 11634
1500 9891 10083
1500 10397 10932
1500 10569 11172
1500 10090 10375
1500 10457 11185
1500 10593 11159
1500 10498 10356
1500 10589 10997
1500 10601 10947
1500 9430 9746
1500 9283 9854
1500 10728 10789
1500 9801 9868
1500 10372 10897
1500 9840 10184
1500 10672 11264
1500 10505 11625
1500 10892 11544
1500 10404 11260
1500 9934 10416
1500 10594 10998
1500 10281 10817
1500 10205 10875
1500 9700 10389
1500 10128 11415
1500 10416 10239
1500 10470 10882
1500 10672 11232
1500 10531 10846
1500 10291 11854
1500 10529 11944
1500 10216 9919
1500 10751 11952
1500 10680 11065
1500 10537 10847
1500 9782 9427
1500 10111 10602
1500 10206 10461
1500 10094 11613
1500 10541 11803
1500 10155 11137
1500 9976 10471
1500 10396 11140
1500 10496 10195
1600 10784 12972
1600 11703 12474
1600 11304 12490
1600 11099 11915
1600 10267 10660
1600 11313 12566
1600 11753 12784
1600 11108 11071
1600 11042 11842
1600 10804 11879
1600 11271 11319
1600 9707 10112
1600 11212 13254
1600 11625 13025
1600 10985 11737
1600 10658 11197
1600 10352 11083
1600 11145 12098
1600 10633 10864
1600 10983 11342
1600 11156 12517
1600 11167 12027
1600 11433 11530
1600 11516 12265
1600 11308 11789
1600 10388 10786
1600 11682 12647
1600 11019 11506
1600 10967 12034
1600 11000 11630
1600 11048 11373
1600 11074 12053
1600 11326 11465
1600 10903 12161
1600 10981 11775
1600 11111 10906
1600 11063 12005
1600 11312 11539
1600 11421 12173
1600 11104 12848
1600 10935 11383
1600 10978 12285
1600 10955 11297
1600 11014 11149
1600 11130 11000
1600 10290 10448
1600 11381 12517
1600 11314 13125
1600 11244 11698
1600 10839 11587
1600 11280 13009
1600 11274 11730
1600 11347 12643
1600 11408 12748
1600 10988 11160
1600 9875 9546
1600 11510 11592
1600 9943 10147
1600 11337 12153
1600 11272 11878
1600 11151 12610
1600 10850 11810
1600 10981 11453
1600 11122 12455
1600 10644 10968
1600 11276 12166
1600 11415 11582
1600 11029 10946
1600 10282 10695
1600 11122 12695
1600 11283 12514
1600 11222 11794
1600 10834 11935
1600 10762 10942
1600 11312 11826
1600 11436 12244
1600 10693 10719
1600 10814 11161
1600 11132 12438
1600 11181 12330
1600 11406 11236
1600 11253 11265
1600 11150 12004
1600 10578 10809
1600 11502 12167
1600 11386 12020
1600 10551 10794
1600 11371 13497
1600 11069 10967
1600 11329 11931
1600 11164 12483
1600 10719 11715
1600 11216 12558
1600 11271 11371
1600 10886 11362
1600 11294 12782
1600 11262 12663
1600 10232 10291
1600 11249 12688
1600 11169 12117
1700 11124 12374
1700 11983 12993
1700 11915 13132
1700 11689 12057
1700 12076 13532
1700 11451 12646
1700 12039 12844
1700 11491 11686
1700 11429 13314
1700 11875 11728
1700 11381 12335
1700 11814 12381
1700 11714 12578
1700 12206 13293
1700 11760 12316
1700 11235 12605
1700 11722 12140
1700 12182 13147
1700 11756 12372
1700 11943 12440
1700 11743 13356
1700 11585 13078
1700 11864 12603
1700 11363 11734
1700 11786 11629
1700 11021 12725
1700 12418 13604
1700 11995 12872
1700 11779 12760
1700 12029 12987
1700 11149 12650
1700 11917 12851
1700 11189 11740
1700 12197 12665
1700 12096 13491
1700 11730 12046
1700 11607 12241
1700 11624 13495
1700 11601 12703
1700 11638 12554
1700 12184 13125
1700 11937 11829
1700 11753 13249
1700 12049 12907
1700 11710 11640
1700 11782 12599
1700 11408 11510
1700 12299 12466
1700 12101 12615
1700 11301 11766
1700 11752 13023
1700 10441 10187
1700 11937 12799
1700 11755 12290
1700 12191 13059
1700 12429 12277
1700 11767 13131
1700 11906 12156
1700 11749 12704
1700 11345 12407
1700 11474 12459
1700 11859 13132
1700 12398 12924
1700 11800 13568
1700 11010 11869
1700 11933 12894
1700 11302 11163
1700 11804 11996
1700 11947 12108
1700 12085 12072
1700 12011 13496
1700 11377 12392
1700 11901 12125
1700 11626 12531
1700 11609 12130
